"pid","object_id","label","provenance_date","provenance_location","provenance_text","order","collection"
"5460","3300","Judgment of Paris (Sibiu)",,,"From the Brukenhol Collection",,"provenance"
"5461","3301","Juno in the Underworld","1722","Germany, Dresden","Bought by Graf Wackerbarth (as ""Bruegel et Rotenh., Der Teufel mit seinem Reiche"")",,"provenance"
"5462","3303","Landing Stage Near a Village","1719","Germany, Düsseldorf","Galerie Düsseldorf, inv. #3 (as ""Fruelen Brugel"")",,"provenance"
"5463","3303","Landing Stage Near a Village","1730","Germany, Mannheim","Galerie Mannheim, inv. #3",,"provenance"
"5464","3303","Landing Stage Near a Village","1822","Germany, Munich","inv. #34443",,"provenance"
"5465","3304","Landing Stage Near a Village (London)","Jul 7 2000","England, London","Sale, Christie's, Lot #2 (as ""attributed to Jan I"")",,"provenance"
"5466","3305","Landing Stage Near a Village (Sweden)","Before 1937","Sweden, Stockholm","Hiermar Collection",,"provenance"
"5467","3305","Landing Stage Near a Village (Sweden)","After 1937","Sweden, Stockholm","Collection of Einar Perman",,"provenance"
"5468","3306","Landing Stage near a Town",,,"Major Hugh Rose",,"provenance"
"5469","3307","Landing Stage near a Town (London)","1794",,"Collection of Gustaf Adolf Sparre, inv. #30",,"provenance"
"7120","3308","Landscape",,,"Aimé-Charles-Horace, His de la Salle (Lugt 1333)",,"provenance"
"7121","3308","Landscape","1878","France, Paris","Musée Napoléon",,"provenance"
"5472","3309","Landscape with Archduke Albert and Mariemont Castle","19th century-20th century","United States, New York, NY","Victor Spark Gallery",,"provenance"
"5473","3309","Landscape with Archduke Albert and Mariemont Castle","1953","United States, Richmond, VA","The Virginia Museum of Fine Arts (purchased with the support of the Williams Fund)",,"provenance"
"5474","3310","Landscape with Birds","Before 1970",,"Martin Ascher Collection",,"provenance"
"5475","3311","Landscape with Cistern (Milan)","1618","Italy, Milan","Donated by Cardinal Borromeo to Ambrosiana (as ""by an excellent Flemish painter with figures by Brueghel"")",,"provenance"
"6934","3313","Landscape with Fort near Harbor",,"United States, New Haven, CT","Egmont Collection, Yale Library Transfer",,"provenance"
"5476","3314","Landscape with Hermit: St. Fulgentius (Vienna)","1659","Austria, Vienna","Archduke Leopold Wilhelm, Lot #682",,"provenance"
"5477","3315","Landscape with Hermit (St. Fulgentius?) (Milan)","1618","Italy, Milan","Donated by Cardinal Borromeo to Ambrosiana (as ""by an excellent Flemish painter with figures by Brueghel"")",,"provenance"
"5478","3316","Landscape with Hermit and Gypsies (Milan)","1618","Italy, Milan","Donated by Cardinal Borromeo to Ambrosiana (as by a Flemish painter)",,"provenance"
"5479","3317","Landscape with Hermit on the Right (Milan)","1618","Italy, Milan","Donated by Cardinal Borromeo to Ambrosiana ",,"provenance"
"6796","3318","Landscape with Hermits",,,"Thomas Fitzroy Fenwick",,"provenance"
"6797","3318","Landscape with Hermits","18th century-18th century","England, London","Sir Thomas Lawrence (lugt 2445)",,"provenance"
"6798","3318","Landscape with Hermits",,,"Sir Thomas Phillipps",,"provenance"
"6799","3318","Landscape with Hermits","19th century","England, London","Samuel Woodburn",,"provenance"
"6800","3318","Landscape with Hermits","Jun 4 1860",,"Sale of Samuel Woodburn, Christie's, Lot #93 (as ""Brueghel - Landscapes, with market carts &c. - tinted,"" 3 in the lot, b)",,"provenance"
"6801","3318","Landscape with Hermits","1946","England, London","Donated by Count Antoine Seilern",,"provenance"
"5486","3319","Landscape with Hunters and Dogs","18th century-19th century","Scotland","Collection of the 10th Duke of Hamilton",,"provenance"
"5487","3319","Landscape with Hunters and Dogs","Jul 20 1882","Scotland, Hamilton","Sale, Hamilton Palace, Lot #1058 (as ""Brueghel"")",,"provenance"
"5488","3319","Landscape with Hunters and Dogs",,,"Collection of J.A. Rose",,"provenance"
"5489","3319","Landscape with Hunters and Dogs","1965",,"Bequeathed by Charles Roberts through Mrs. B.H. Roberts",,"provenance"
"6571","3322","Landscape with Moated Castle",,"Belgium, Antwerp","Blockhuysen",,"provenance"
"6572","3322","Landscape with Moated Castle","May 14 1907","Belgium, Brussels","Sale, Lot #473",,"provenance"
"5498","3323","Landscape with Noble Company","1926","Belgium, Brussels","Neumans Collection",,"provenance"
"5499","3323","Landscape with Noble Company","Jul 7 1926-Jul 8 1926","Belgium, Brussels","Sale, Weber Collection, Lot #30",,"provenance"
"5500","3323","Landscape with Noble Company",,"Switzerland, Basel","Private Collection",,"provenance"
"5501","3323","Landscape with Noble Company","2003",,"Johnny van Haeften Ltd. inv. #27",,"provenance"
"5502","3327","Landscape with St. Jerome (Munich)","1730","Germany, Mannheim","Galerie Mannheim",,"provenance"
"6626","3328","Landscape with Tobias and the Angel","1894","Germany","Prince Hohenzollern-Hechingen or Nikolaevitsch Romanoff Collection (L. 2087)",,"provenance"
"5505","3329","Landscape with Tobias and the Fish (Liechtenstein)","1787","Germany, Lichtenstein","Acquired by Prince Alois I",,"provenance"
"5506","3330","Landscape with Travelers","1802","Germany, Hannover","Probably in the possession of the Hannover Electoral at Hannover Castle, Cat. 1802/03, II, inv. #102",,"provenance"
"5507","3330","Landscape with Travelers","1925","Germany, Hannover","Acquired by Prince Alois I of Niedersächsisches Landesmuseum",,"provenance"
"5508","3331","Landscape with Travelers near an Inn","1748","Germany, Mannheim","From the Galerie Mannheim (Royal Inventory 1748, fol. 5v)",,"provenance"
"5509","3332","Landscape with Travelers on a Woodland Path","2000","United States, New York, NY","Bequeathed by Hertha Katz to Metropolitan Museum of Art",,"provenance"
"6928","3333","Landscape with Village near Crossroads and Distant View",,"United States, New Haven, CT","Egmont Collection, Yale Library Transfer",,"provenance"
"5519","3335","Landscape with Windmill (Cambridge)",,,"R.B. Meyer",,"provenance"
"5520","3337","Landscape with a Ford","1704","Italy, Florence","Galleria degli Uffizi",,"provenance"
"5521","3338","Landscape with a Windmill on a Hill","Dec 7 2005","England, London","Sale, Sotheby's (as studio of Jan I)",,"provenance"
"5522","3339","Landscape with the Return of the Herd","2002","France, Paris","Galerie de Jonckheere, inv. #31",,"provenance"
"5523","3340","Large Bouquet in an Earthenware Vase (Bucharest)","Before 1879","Italy, Messina","Collection of Felix Bamberg",,"provenance"
"5524","3340","Large Bouquet in an Earthenware Vase (Bucharest)","1879","Romania","Collection of King Carol I",,"provenance"
"5525","3340","Large Bouquet in an Earthenware Vase (Bucharest)","1948","Romania, Bucharest","Muzeul National de Art al României, inv. #8210/244",,"provenance"
"5526","3341","Large Fish Market with Self Portrait","1730","Germany, Mannheim","Galerie Mannheim",,"provenance"
"5527","3342","Last Judgement","1601","Italy, Rome","Possibly Collection of Benedetto Giustiniani",,"provenance"
"5528","3342","Last Judgement","Mar 24 1953","France, Paris","Charpentier, Lot #7",,"provenance"
"5529","3342","Last Judgement","1961","Netherlands, Amsterdam","Gallery de Boer",,"provenance"
"5530","3344","Latona and the Lycian Farmers","Before 1819","Austria, Vienna","Gallery Sickingen",,"provenance"
"5531","3344","Latona and the Lycian Farmers",,"Germany, Frankfurt","Acquired from Frankfurter Kunstverein",,"provenance"
"5532","3344","Latona and the Lycian Farmers","1876","Austria, Vienna","Jaeger Collection",,"provenance"
"5533","3345","Latona and the Lycian Farmers (Amsterdam)","1809","Netherlands, The Hague, Netherlands, Rotterdam","Acquired by Rijksmuseum from the Cabinet van Heteren, Gevers",,"provenance"
"5534","3346","Latona and the Lycian Farmers (London)","19th century","Scotland","Duke of Buccleuch and Queensberry",,"provenance"
"5535","3346","Latona and the Lycian Farmers (London)",,,"Mrs. P. Sanguinetti",,"provenance"
"5536","3346","Latona and the Lycian Farmers (London)",,,"Collection of Mrs. R. Peto",,"provenance"
"5537","3346","Latona and the Lycian Farmers (London)","Nov 26 1971","England, London","Sale, Christie's",,"provenance"
"5538","3347","Lot and His Daughters before Sodom (Munich)","1725","Germany, Munich","Archducal Gallery, inv. #776 or 782 (as ""Night Piece by Peter Brueghel"")",,"provenance"
"5539","3347","Lot and His Daughters before Sodom (Munich)","1748","Germany, Schleißheim","Schleißheim, Inv.fol.6v",,"provenance"
"5540","3347","Lot and His Daughters before Sodom (Munich)","1799","Germany, Munich","inv. #464",,"provenance"
"5541","3347","Lot and His Daughters before Sodom (Munich)","1822","Germany, Munich","inv. #2014",,"provenance"
"5542","3347","Lot and His Daughters before Sodom (Munich)","1906","Germany, Munich","inv. #672 (as ""Jan Brueghel the Elder"")",,"provenance"
"5543","3348","Madonna and Child in a Flower Garland (Gerardsbergen)","1900",,"Legaat Gustaaf Verhaeghe",,"provenance"
"5544","3349","Madonna and Child in a Flower Garland (Madrid)","ca. 1772","Spain, Madrid","Probably in Royal Inventory",,"provenance"
"5545","3350","Madonna and Child in a Flower Garland with Putti (Munich)","Early 18th century","Germany, Düsseldorf","Galerie Düsseldorf",,"provenance"
"5546","3350","Madonna and Child in a Flower Garland with Putti (Munich)","1806","Germany, Düsseldorf","Galerie Düsseldorf, inv. #769",,"provenance"
"5547","3350","Madonna and Child in a Flower Garland with Putti (Munich)","1822","Germany, Munich","inv. #661",,"provenance"
"5548","3351","Madonna and Child with Angels in a Landscape","1924",,"From the Collection of D.I. Schukin",,"provenance"
"5553","3354","Madonna of the Forget-Me-Nots","1809",,"Knyff",,"provenance"
"5554","3354","Madonna of the Forget-Me-Nots","Sep 26 1840-Sep 27 1840","England, Liverpool","Sale, J. Douglas",,"provenance"
"5555","3354","Madonna of the Forget-Me-Nots","1882","France, Paris","Bought from dealer Leon Gauchez",,"provenance"
"5556","3355","Maria with the Animals (Rome)","1819",,"Fidecommissario Catalogue (as ""Brueghel"")",,"provenance"
"5557","3355","Maria with the Animals (Rome)","Since early 19th century","Italy, Rome","Doria Phamphili Collection",,"provenance"
"5558","3356","Market Day in Village by a River","Before 1937","Germany, Munich","Alte Pinakothek, inv. #1882",,"provenance"
"5559","3356","Market Day in Village by a River","1937","Germany, Munich","Sale to Gallery Böhler",,"provenance"
"5560","3357","Market and Bleaching Ground","1659","Belgium, Brussels","Possibly Royal Palace",,"provenance"
"5561","3357","Market and Bleaching Ground","1700","Spain","Zarzuela",,"provenance"
"5562","3357","Market and Bleaching Ground","1772","Spain, Madrid","Palacio Nuevo, quarters of the Infanta",,"provenance"
"5563","3357","Market and Bleaching Ground","1794","Spain, Madrid","Palacio Nuevo, dressing room of the Queen",,"provenance"
"5564","3357","Market and Bleaching Ground","1849","Spain, Madrid","Prado Museum",,"provenance"
"5565","3358","Marriage of Bacchus and Ariadne (Brussels)","Jan 13 1978","United States, New York, NY","Sale, Sotheby's",,"provenance"
"5566","3358","Marriage of Bacchus and Ariadne (Brussels)","1979","England","Private Collection",,"provenance"
"5567","3358","Marriage of Bacchus and Ariadne (Brussels)","1981","Germany, Düsseldorf","Bought from Gallery Müllenmeister",,"provenance"
"5568","3359","Marriage of Neptune and Amphitrite: Feast of the Gods","17th century-18th century",,"Collection of Count Felix Vrovec",,"provenance"
"5569","3359","Marriage of Neptune and Amphitrite: Feast of the Gods","1723","Czech Republic, Prague","Sale from Vrovec to Prague",,"provenance"
"5570","3359","Marriage of Neptune and Amphitrite: Feast of the Gods","ca. 1738-ca. 1905","Czech Republic, Prague","Gallery Nostitz",,"provenance"
"5571","3359","Marriage of Neptune and Amphitrite: Feast of the Gods",,"Czech Republic, Prague","Private Collection",,"provenance"
"5572","3359","Marriage of Neptune and Amphitrite: Feast of the Gods","1987","Czech Republic, Prague","Acquired by Narodní Galerie",,"provenance"
"5573","3360","Marriage of Neptune and Amphitrite: Feast of the Gods by the Sea",,"Germany, Dresden","Collection of Count Brühl",,"provenance"
"5574","3360","Marriage of Neptune and Amphitrite: Feast of the Gods by the Sea","1769","Russia, St. Petersburg","The Hermitage",,"provenance"
"5575","3361","Marriage of Peleus and Thetis","1722","Germany, Dresden","Gemäldegalerie",,"provenance"
"5576","3362","Marriage of Peleus and Thetis (Dresden)","1707-1722","Germany, Dresden","Kurfürstlichen Kunstkammer",,"provenance"
"5577","3362","Marriage of Peleus and Thetis (Dresden)","1722","Germany, Dresden","Gemäldetgalerie",,"provenance"
"5578","3363","Marriage of Peleus and Thetis (Munich)","1928","Spain, Alicante","Sale to Don Alfonso de Rojas",,"provenance"
"5579","3363","Marriage of Peleus and Thetis (Munich)","2004","France","Private Collection",,"provenance"
"5580","3364","Mary with Christ, John and Putti in a Landscape",,,"Kgl. Preuss Schlösser und Gärten #I2325 (as ""P. Brueghel"")",,"provenance"
"5581","3364","Mary with Christ, John and Putti in a Landscape","1996","England, London","Johnny van Haeften Ltd.",,"provenance"
"5582","3365","Mary with Christ and John in a Flower Garland","Jul 7 2004","England, London","Sale, Sotheby's, Lot #25 (as ""Jan II and Frans Francken II"")",,"provenance"
"5583","3366","Mass in a Grotto (London)","1940",,"Sale",,"provenance"
"5584","3368","Minerva, Ceres and Fortuna","1994","Germany, Munich","Gallery Bernheimer",,"provenance"
"5585","3368","Minerva, Ceres and Fortuna","Apr 17 1996","England, London","Sale, Sotheby's, Lot #122 (as ""Hans Rottenhammer"")",,"provenance"
"5586","3369","Moses and the Israelites in the Wilderness (New York)","Jan 22 1931","United States, New York, NY","Sale, Anderson Auction, Lot #42",,"provenance"
"5587","3369","Moses and the Israelites in the Wilderness (New York)","Before 1942","United States, New York, NY","Collection of Mrs. Willam J. Fox",,"provenance"
"5588","3369","Moses and the Israelites in the Wilderness (New York)","Dec 1 1942","United States, New York, NY","Sale, Kende Gallery, Lot @27",,"provenance"
"5589","3371","Mountain Landscape (Vienna)","ca. 1780",,"Acquired by the exchange from the Imperial Art Collection",,"provenance"
"5590","3374","Mountain Landscape with Hermits (London)","Before 1979",,"Private Collection",,"provenance"
"5591","3375","Mountain Landscape with Rest on the Flight into Egypt (Switzerland)","Until 1864","Germany, Darmstadt","Private Collection",,"provenance"
"5592","3375","Mountain Landscape with Rest on the Flight into Egypt (Switzerland)","1864-1914","England, Aldridge","James Tongue",,"provenance"
"5593","3375","Mountain Landscape with Rest on the Flight into Egypt (Switzerland)","1914-1954","England, Wimbledon","Sidney Agnes Hepburn",,"provenance"
"5594","3375","Mountain Landscape with Rest on the Flight into Egypt (Switzerland)","Until 1981","United States, New York, NY","Heritage Houses Foundation (Ludlow, Shropshire)",,"provenance"
"5595","3375","Mountain Landscape with Rest on the Flight into Egypt (Switzerland)","Sep 29 1981","England, London","Alan Jacobs Gallery",,"provenance"
"5596","3376","Mountain Landscape with Ruins","2009","Germany","Private Collection",,"provenance"
"5597","3377","Mountain Landscape with Tivoli Temple and Gypsies","2005","Switzerland, Zürich","Gallery David H. Koetser",,"provenance"
